Ages 23 to 29,,,,,
status and see,-0.0706654775,3.54821139874435E-079,to work today,0.0565398127,1.42895336381435E-049
write,-0.0704615085,1.05713200143846E-078,lbs,0.0563512231,2.36090918637665E-049
justin bieber,-0.0704601711,9.6296601934372E-079,enjoying the,0.0563250409,3.26131904831685E-049
<3 <3,-0.0700550409,1.08882042922352E-074,little man,0.0560495454,1.55584694910694E-048
freshman,-0.0692560608,5.6951508006713E-076,take care of,0.055910976,2.6763417438021E-048
 =/,-0.0691095207,1.28378435540809E-075,enjoying my,0.0557428388,4.08843054843544E-048
:|,-0.0690039938,2.44317829091221E-075,productive,0.0553457874,2.34259003852701E-047
bio,-0.067779442,1.23325377265982E-072,a blast,0.055236227,6.76240998383719E-047
ily,-0.0673365368,5.85515626636914E-071,traffic,0.0552050066,2.69347400170951E-047
& &,-0.0673295798,5.42329230936043E-071,the birthday wishes,0.0549757912,1.7033123307058E-046
test,-0.0672728648,1.52437558244807E-071,my boss,0.0548679199,1.10026315496462E-046
funn,-0.0672399704,5.23406226777307E-071,energy,0.0548034687,1.5800447578017E-046
okay,-0.0670017692,6.38091819519729E-070,margaritas,0.0547328853,2.3935288608703E-046
put this as,-0.066769785,3.07859552035419E-070,woman,0.0546588634,4.28340478456895E-046
(8 ),-0.06659632,4.6611223960115E-070,wine and,0.0546360087,3.83881547757026E-046
:[,-0.0665813099,7.55342027006966E-070,some much needed,0.0546086337,4.58542905941764E-046
after school,-0.0664333603,1.24189767685204E-069,ready for bed,0.0545211433,9.79961530844167E-046
hahah,-0.0662022659,5.1388727258978E-069,in the office,0.0545138488,4.65666998469017E-046
